event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
USA20168,"06 January 2021",2021,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)","QAnon; Government of the United States (2017-2021); Former Government of the United States (2017-2021); Proud Boys; Three Percenters (III%)",Protesters,"Police Forces of the United States (2017-2021)",,"State forces","State forces-Protesters",,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Channel 9 (Denver); Denver Post; Fox21 (Colorado Springs); MilitiaWatch; Political Research Associates; Twitter; US News & World Report","Local partner-New media","On 6 January 2021, approximately 700 people, including a State Representative, a former Bent County Sheriff, members of Proud Boys, and Three Percenters (III%) gathered outside the Colorado State house in Denver (Colorado) for a 'We Are the Storm' (a reference to QAnon) rally in support of Donald Trump during a process in which electoral votes for the 2020 election, which Trump claimed were based on fraudulent results, were being certified in Washington, D.C. Demonstrators held signs saying 'Stop the steal,' 'Media is the virus,' and 'Crucify antifa.' Three people were arrested in connection to the rally: one for allegations of fighting, one for disturbing the peace, and one for brandishing a Taser. The State Capitol closed early, and workers were sent home as a safety precaution.",0,"crowd size=approximately 700; stop the steal",1706647708
USA20193,"06 January 2021",2021,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Proud Boys",Rioters,"Rioters (United States)","African American Group (United States); Civilians (United States); Journalists (United States); Refuse Fascism",Rioters,Rioters-Rioters,,840,"North America","United States",California,"Los Angeles",,"Los Angeles - Central",34.0693,-118.3118,1,"ABC7 (Los Angeles); Channel 8 (Las Vegas); Crowd Counting Consortium; Fox11 (Los Angeles); Los Angeles Daily News; Los Angeles Times; MilitiaWatch; NBC4 Southern California; Patch; Political Research Associates; Twitter","Local partner-New media","On 6 January 2021, about 200 people staged a 'Stop the Steal' and 'Freedom Protest' rally at City Hall and police headquarters in Los Angeles - Central (California) in support of Donald Trump. 15 organizations including the Proud Boys put together the event. Demonstrators caravanned to Los Angeles from seven cities and about 50 people came from Pasadena. An unreported number of counter demonstrators, many affiliated with Refuse Fascism, were also present. Physical altercations occurred between the two groups and at least one counter demonstrator was maced in the face by an unknown party. Proud Boys also surrounded, hit, and chased a journalist. The journalist claimed the members of the Proud Boys were armed, and video footage appeared to show the outline of firearms in their pockets. A Black woman who was passing by the demonstrations was followed and encircled by Pro-Trump demonstrators who allegedly used racial slurs against her and physically assaulted her with their fists and pepper spray. One demonstrator also stole her wig. Another Pro-Trump demonstrator physically removed the civilian from the crowd as a 'good Samaritan' act. Officers at the scene did not intervene, but later filed hate crime and battery charges for the incident. At least six people were arrested.",0,"armed; counter-demonstration; crowd size=about 200; stop the steal",1731609857
USA20142,"06 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","American Patriots USA; III% American Brotherhood of Patriots; III% American Patriots; III% Security Force; KKK: Ku Klux Klan; White Nationalists (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"ATL Scanner; Channel 2 (Atlanta); Facebook; Independent (United Kingdom); Live Mint; MilitiaWatch; Refuse Fascism; Twitter","Local partner-New media","On 6 January 2021, about 25 people - including members of the III% American Brotherhood of Patriots, III% Security Force, III% American Patriots, former-KKK leader Chester Doles and his American Patriots USA organization - gathered outside of the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' event, against perceived election fraud and in support of President Trump's re-election. Several demonstrators attempted to enter the building to 'deliver written grievances' about Trump's loss of the election, but were escorted out. The major courthouse complex and two other government buildings in the city were ordered closed, and government officials escorted out as they left. At least four demonstrators were armed, some with long guns.",0,"armed; crowd size=about 25; stop the steal",1733203944
USA20169,"06 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Iowa,Polk,,"Des Moines",41.5862,-93.6234,1,"AP; KCCI8 News",Subnational-International,"On 6 January 2021, nearly 100 people held a 'Stop the Steal' rally in front of the Iowa Capitol in Des Moines (Iowa) to express skepticism about the results of the presidential election and to support President Trump.",0,"crowd size=nearly 100; stop the steal",1747779355
USA20215,"06 January 2021",2021,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)",,Protesters,"Police Forces of the United States (2017-2021)",,"State forces","State forces-Protesters",,840,"North America","United States",Oklahoma,Oklahoma,,"Oklahoma City",35.4657,-97.5128,1,"AP; KOCO5; Muskogee Phoenix; Norman Transcript; Vox",Subnational-National,"On 6 January 2021, close to 1000 people held a 'Stop the Steal' rally in front of the Oklahoma State Capitol in Oklahoma City (Oklahoma) to express skepticism about the results of the presidential election and to support President Trump. Some protesters carried guns and one person was arrested due to complaints of attempted arson, assault, and battery after the protester attempted to light other people's flags on fire.",0,"armed; crowd size=close to 1000; stop the steal",1747779355
USA20246,"06 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Kansas,Shawnee,,Topeka,39.0484,-95.6781,1,"AP; Fox4 Kansas City; KSNT; MilitiaWatch; NBC News; Political Research Associates; US News & World Report; Vox; WIBW-TV13","Local partner-New media","On 6 January 2021, about 200 people held a 'Stop the Steal' rally in front of the Kansas Statehouse in Topeka (Kansas) to express skepticism about the results of the presidential election and to support President Trump. Protesters entered the Statehouse building around the same time a mob breached the US Capitol during a similar event in Washington, DC. However, the Kansas protesters had a permit to protest inside the statehouse. The demonstrators entered the Statehouse through its security checkpoint and wandered around before leaving. No arrests were made, and the state legislature was not in session. A dozen or so counter-protesters were present to express their support for President-elect Joe Biden.",0,"counter-demonstration; crowd size=about 200; stop the steal",1747779355
USA21026,"05 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Government of the United States (2017-2021); GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Seminole,,Casselberry,28.6777,-81.3278,1,"News 6 (Orlando)",Subnational,"On 5 January 2021, a group of people, including the local city commissioner and vice mayor, gathered at an intersection in Casselberry (Florida) for a Stop the Steal event, in support of President Trump's re-election and in protest of perceived election fraud.",0,"crowd size=no report; stop the steal",1680633594
USA20048,"03 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","WAF: Women for America First; Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Tennessee,Williamson,,Franklin,35.9251,-86.8689,1,"News 4 Nashville; Right Side Broadcasting Network",Subnational-National,"On 3 January 2021, hundreds of people, organized by Women for America First, gathered in downtown Franklin (Tennessee) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. The group also showed support for Senators Marsha Blackburn and Bill Hagerty for contesting the certification of the election results.",0,"crowd size=hundreds; stop the steal",1680633501
USA20029,"02 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Vietnamese Group (United States); Asian American Group (United States)",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",California,"Santa Clara",,"Los Gatos",37.2355,-121.9628,1,"SF Gate; San Jose Spotlight; Crowd Counting Consortium",Other-Subnational,"On 2 January 2021, 65-75 people 'Stop the Steal' rally in Los Gatos (California) in support of President Trump. Members of the Vietnamese Movement for Trump attended. 8-10 counter-demonstrators were present.",0,"counter-demonstration; crowd size=65-75; stop the steal",1680633501
USA20041,"02 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,"San Joaquin",,Tracy,37.7395,-121.426,1,"Record (Stockton); Count Love",Other-Subnational,"On 2 January 2021, 175 people staged a 'Stop the Steal' rally outside City Hall in Tracy (California) in support of President Trump and alleging voter fraud in the 2020 presidential election.",0,"crowd size=175; stop the steal",1680633501
USA20030,"02 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Kentucky,Jefferson,,Louisville,38.2542,-85.7594,1,"WDRB; WAVE3",Subnational,"On 2 January 2021, people gathered in front of Senate Majority Leader Mitch McConnell's home in Louisville (Kentucky) to express support for the Black Lives Matter movement and to express disapproval of McConnell blocking $2000 coronavirus stimulus checks. The house was spray-painted with a message 'Where's my money' in the front door. Another group of people gathered for a 'stop the steal' rally to express skepticism about the presidential election, support President Trump, and demand Senator McConnell object to the certification of Electoral College votes.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633665
USA20000,"01 January 2021",2021,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","WAF: Women for America First; Women (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Louisiana,Ouachita,,"West Monroe",32.5185,-92.1476,1,"Right Side Broadcasting Network; News Star",Subnational-National,"On 1 January 2021, a group of people, organized by Women for America First, gathered at Restoration Park in West Monroe (Louisiana) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. The group also called for Louisiana's officials to contest the certification of the election results.",0,"crowd size=no report; stop the steal",1680633501
USA19956,"30 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Lancaster,,"Drumore Township",39.8217,-76.2363,1,"Lancaster Online",Subnational,"On 30 December 2020, approximately 50 people held a 'Stop the Steal' protest outside House Speaker Cutler's home in Drumore Township (Pennsylvania) to support President Trump and his allegations of voter fraud during the presidential election, as well as to call for the Republican leaders to change Pennsylvania's election results.",0,"crowd size=approximately 50; stop the steal",1680633501
USA19968,"30 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Lancaster,,Quarryville,39.8968,-76.1632,1,"Lancaster Online",Subnational,"On 30 December 2020, approximately 50 people held a 'Stop the Steal' protest outside House Speaker Cutler's office in Quarryville (Pennsylvania) to support President Trump and his allegations of voter fraud during the presidential election, as well as to call for the Republican leaders to change Pennsylvania's election results.",0,"crowd size=approximately 50; stop the steal",1680633501
USA19898,"26 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","III% American Brotherhood of Patriots; III% American Patriots",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Lumpkin,,Dahlonega,34.5326,-83.9849,1,"Atlanta Antifascists; Crowd Counting Consortium",Other,"On 26 December 2020, members of the III% American Brotherhood of Patriots militia, including the head of III% American Patriots USA - Chester Doles, gathered in Dahlonega (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633501
USA19910,"26 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","North Carolina",Wake,,Raleigh,35.781,-78.6392,1,Twitter,"New media","On 26 December 2020, 8-10 people with Reopen NC and Join or Die held a 'Stop the Steal' protest in Raleigh (North Carolina) in support of President Trump and allegations of voter fraud during the presidential election.",0,"crowd size=8-10; stop the steal",1680633605
USA19886,"24 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,"Palm Beach",,"Palm Beach",26.705,-80.0373,1,"Crowd Counting Consortium; Twitter","Other-New media","On 24 December 2020, a group of people gathered near the airport in Palm Beach (Florida) to show support for President Trump as his motorcade made its way to his home in Mar-a-Lago. Several people in the group yelled 'stop the steal' as he passed.",0,"crowd size=no report; stop the steal",1680633501
USA19832,"21 December 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)",,Protesters,"Police Forces of the United States (2017-2021)",,"State forces","State forces-Protesters",,840,"North America","United States",Texas,Hidalgo,,McAllen,26.2031,-98.2302,1,"Monitor (McAllen); Crowd Counting Consortium",Other-Subnational,"On 21 December 2020, a group of people staged a 'stop the steal' rally at an intersection in front of the Monitor office in McAllen (Texas) to express skepticism about the outcome of the presidential election and support President Trump. Two motorists at the intersection got out of their cars and confronted the protesters. A protester and the motorists got into a physical fight, stopping traffic and prompted police to respond to the disturbance. The three people involved in the fight were arrested and charged with disorderly conduct. The demonstration was otherwise peaceful.",0,"crowd size=no report; stop the steal",1680633665
USA19793,"19 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)","Antifa (United States); BLM: Black Lives Matter",Protesters,Protesters-Protesters,,840,"North America","United States",Minnesota,Ramsey,,"Saint Paul",44.9513,-93.0946,1,"Crowd Counting Consortium; Twitter","Other-New media","On 19 December 2020, about 150 Trump supporters organized by Hold the Line gathered for a 'Stop the Steal' rally in Saint Paul (Minnesota) to protest the election results. Anti-fascist counter-demonstrators were also present, holding shields and marching through downtown holding a banner decrying fascism (likely in reference to Trump given the context of the demonstration) and showing support for the Black Lives Matter movement.",0,"counter-demonstration; crowd size=about 150; stop the steal",1697584399
USA19640,"15 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"Decaturish; Crowd Counting Consortium",Other-Subnational,"On 15 December 2020, a small group of Pro-Trump supporters gathered outside of Pratt-Pullman Yard in Atlanta (Georgia) during a drive-in rally for Jon Ossoff and Raphael Warnock attended by president-elect Joe Biden, to show support for President Trump and protest perceived election fraud. Several participants held 'Stop the Steal' signs.",0,"crowd size=small; stop the steal",1680633501
USA19551,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",Protesters,,,,"Protesters only",,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Colorado Times Recorder",Subnational,"On 12 December 2020, a group of people gathered on the steps of the Colorado State Capitol Building in Denver (Colorado) to call for accountability for the US Marshalls who killed Casey Goodson Jr. in Ohio, and in support of the Black Lives Matter movement and against police brutality. The demonstration took place nearby a 'Stop the Steal' rally, but no altercations or group interactions were reported.",0,"crowd size=no report",1612546511
USA19550,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Three Percenters (III%)",Protesters,,,,"Protesters only",,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Colorado Times Recorder",Subnational,"On 12 December 2020, 60 or so people, including some waving III%er flags and members of the conservative group United States Election Integrity Project, gathered on the steps of the Capitol Building in Denver (Colorado) to hold a 'Stop the Steal' rally, to show support for Donald Trump's unsubstantiated claims that the 2020 election was rigged against him. Some demonstrators claimed that China was behind the ostensibly rigged election; the demonstration took place nearby a Black Lives Matter rally, but no altercations or group interactions were reported.",0,"crowd size=60 or so; stop the steal",1680633501
USA19554,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Wyoming,Teton,,Jackson,43.4753,-110.7692,1,Buckrail,Subnational,"On 12 December 2020, a group of demonstrators marched through Jackson (Wyoming) for a 'Stop the Steal' rally, to show support for Donald Trump's unsubstantiated claims that the 2020 election was rigged against him.",0,"crowd size=no report; stop the steal",1680633501
USA19379,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Back the Blue; Pro-Police Group (United States); Tea Party",Protesters,,,,"Protesters only",,840,"North America","United States",Alabama,Baldwin,,"Spanish Fort",30.6749,-87.9153,1,"New York Times; Alabama Media Group",Subnational-National,"On 12 December 2020, about 100 people, organized by Common Sense Campaign Tea Party, gathered in Spanish Fort (Alabama) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. Many Trump and 'Back the Blue' signs were in the lawn at the event.",0,"crowd size=about 100; stop the steal",1680633501
USA19338,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys; Unidentified Communal Militia (United States); White Nationalists (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Nevada,"Carson City",,"Carson City",39.1634,-119.7649,1,"Carson Now; MilitiaWatch","Local partner-New media","On 12 December 2020, Trump supporters including both the Proud Boys and other local militia groups held a 'Stop the Steal' rally in Carson City (Nevada) in support of President Trump and the alleged voter fraud. Members of Proud Boys held 'White Power' hand signs.",0,"crowd size=about 12; stop the steal",1680633665
USA19341,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Wyoming,Laramie,,Cheyenne,41.1404,-104.8202,1,"Oil City News; Crowd Counting Consortium",Other-Subnational,"On 12 December 2020, around 40 Trump supporters held a 'Stop the Steal' rally on the steps of the State Capitol Building in Cheyenne (Wyoming) to show support for Donald Trump's claims that the election was rigged in favor of Joe Biden.",0,"crowd size=around 40; stop the steal",1680633665
USA19352,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Christian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",California,Orange,,"Huntington Beach",33.6637,-117.9937,1,"Crowd Counting Consortium; Twitter","Other-New media","On 12 December 2020, an unreported number of people rallied in Huntington Beach (California) in support of President Trump. A number of people carried 'Stop the Steal,' 'Jesus is Lord,' and anti-communist signs.",0,"crowd size=no report; stop the steal",1680633665
USA19374,"12 December 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Antifa (United States)",Rioters,"Rioters (United States)","Proud Boys; Police Forces of the United States (2017-2021)",Rioters,Rioters-Rioters,,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,"Sacramento Bee; Crowd Counting Consortium; Twitter; Capradio; ABC10 (Sacramento); CBS13 (Sacramento)","Other-New media","On 12 December 2020, an unreported number of people with Antifa staged a 'Defend Sacramento' rally in Sacramento (California) against racism and the Proud Boys. Another group that included members of the Proud Boys staged a 'Million MAGA march' in support of 'Stop the Steal' and President Trump. The demonstrations turned violent when the two groups confronted each other near the Capitol and used pepper and bear spray on each other. Demonstrators from both groups were clad in body armor, gas masks, and helmets and carried mace, batons, and metal rods. At least one person was carrying a sword. Two major skirmishes between Antifa and Proud Boys occurred, with each group instigating violence in one of the clashes. Vehicles were also vandalized. Over 160 officers responded to the confrontation and demonstrators allegedly threw objects at officers. Police allegedly fired projectiles at demonstrators at least once. At least six people, several of whom were with the Antifa group, were arrested for charges including 'felony assault on a police officer and weapons possession charges.' At least five officers were injured.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633665
USA19371,"12 December 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Antifa (United States); BLM: Black Lives Matter; Civilians (United States); Journalists (United States); Proud Boys",Rioters,"Police Forces of the United States (2017-2021)",,"State forces","State forces-Rioters",,840,"North America","United States",Washington,Thurston,,Olympia,47.0357,-122.9048,1,"ABC News; Count Love; Fox News; KIRO7; MilitiaWatch; Olympian; Political Research Associates; Q13 Fox; Seattle Times; Twitter; US Press Freedom Tracker; Washington Post","Local partner-New media","On 12 December 2020, around 50 to 80 pro-Trump supporters and members of the Proud Boys held a 'Stop the Steal' rally outside the statehouse in Olympia (Washington) to show support for former President Trump's unfounded claims that the election was rigged for Joe Biden. They were met by 100-200 counter demonstrators, including some affiliated with Antifa, who gathered for an event against fascism and in support of the Black Lives Matter movement. Both groups were armed with various weapons, including firearms. Pro-Trump demonstrators fired paintballs and threw smoke bombs while counter demonstrators threw rocks. A large commercial firework was also thrown by pro-Trump demonstrators but failed to detonate. During the demonstration, a pro-Trump demonstrator shot a counter demonstrator, wounding the person and requiring hospitalization. A black-clad person belonging to a different group also fired a shot but reportedly did not cause any injuries. The second shooter was not arrested. Four people, including the pro-Trump shooter, were arrested. Four police officers were reportedly injured, one being hit with a baton-like object while another was hit by a large piece of concrete. A journalist was also injured after being hit multiple times with crowd-control munitions by police, including a fragment from a 'flash bang' grenade.",0,"armed; counter-demonstration; crowd size=around 150-280; stop the steal",1737495609
USA19362,"12 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Miami-Dade,,Miami,25.765,-80.1943,1,"Crowd Counting Consortium; Twitter","Other-New media","On 12 December 2020, a group of people gathered in Miami (Florida) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. Roger Stone and Laura Loomer spoke to the crowd during the event.",0,"crowd size=no report; stop the steal",1738102191
USA19230,"08 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - National Mall",38.8875,-77.0364,1,Twitter,"New media","On 8 December 2020, people held a 'Stop the Steal' protest at the Supreme Court in Washington DC - National Mall (District of Columbia) in support of President Trump's allegations of voter fraud during the presidential election.",0,"crowd size=no report; stop the steal",1680633665
USA19139,"06 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Filipino Group (United States); Asian American Group (United States); Latin American Group (United States); III% Security Force; Unidentified Communal Militia (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Atlanta,33.7559,-84.3898,1,"News2Share; Twitter; Atlanta Antifascists; Crowd Counting Consortium; MilitiaWatch","Local partner-New media","On 6 December 2020, a group of people, organized by FLAG (the Filipino Latino Asian Group) and Ali Alexander, gathered in front of the Capitol building in Atlanta (Georgia) for a 'Stop the Steal' prayer vigil, in protest of perceived election fraud and in support of President Trump's re-election. Another group, the 'Trump Team Florida-Lee County Chapter', joined with the group outside the Capitol. Several right wing personalities including Michael Coudrey, Scott Presler, and Brandon Straka of the Walk Away Campaign and militia members from the III% Security Force and other local militia groups also joined the event.",0,"crowd size=no report; stop the steal",1680633502
USA19178,"06 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","New York",Westchester,,"White Plains",41.034,-73.7629,1,"Hudson Valley Post; Crowd Counting Consortium",Other-Subnational,"On 6 December 2020, thousands of people gathered for a 'Stop the Steal' rally in White Plains (New York) in support of President Trump.",0,"crowd size=thousands; stop the steal",1680633665
USA19148,"06 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Iowa,Polk,,"Des Moines",41.5862,-93.6234,1,"KCCI8 News",Subnational,"On 6 December 2020, a few hundred people gathered at the Iowa statehouse in Des Moines (Iowa) to express support for President Trump. People chanted 'four more years' and 'Stop the Steal.'",0,"crowd size=a few hundred; stop the steal",1747163767
USA19083,"05 December 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Proud Boys; Back the Blue; Pro-Police Group (United States); Three Percenters (III%)",Rioters,"Rioters (United States)","Antifa (United States); BLM: Black Lives Matter; Journalists (United States); Civilians (United States)",Rioters,Rioters-Rioters,,840,"North America","United States",Minnesota,Ramsey,,"Saint Paul",44.9513,-93.0946,1,"WCCO Channel 4; Twitter; St. Paul Pioneer Press; Political Research Associates; Channel 5 (Twin Cities); Unicorn Riot","Other-New media","On 5 December 2020, an estimated 250 people from the Proud Boys, Three Percenters (III%) and Back the Blue movement gathered for a 'Stop the Steal' event outside of the Governor's residence in Saint Paul (Minnesota) to demonstrate against the Governor's new coronavirus mandates as well as the results of the presidential election. The demonstration was organized by Hold the Line MN. Around 100 anti-fascist and BLM counter demonstrators were also present and carried wooden shields. Police set up barricades between the two groups. A few physical scuffles occurred between the two groups. A journalist was among several people assaulted by attendees of the far-right event and two people were cited for disorderly conduct. 13 cars, some of which belonged to 'Stop the Steal' participants, were vandalized with Antifa graffiti and had their tires slashed.",0,"counter-demonstration; crowd size=around 350; stop the steal",1638920199
USA19054,"05 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Dallas,,Dallas,32.7792,-96.8004,1,"Dallas Morning News",Subnational,"On 5 December 2020, more than 100 people, including Texas Republican former politicians and current candidates, staged a 'Stop the Steal' rally in front of Dallas City Hall in Dallas (Texas) to express skepticism about the result of the presidential election and support for President Trump.",0,"crowd size=more than 100; stop the steal",1680633502
USA19071,"05 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Tennessee,Davidson,,Nashville,36.166,-86.7842,1,"Tennessee Holler",Subnational,"On 5 December 2020, a small group of people, gathered in downtown Nashville (Tennessee) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=small; stop the steal",1680633502
USA19055,"05 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Count Love; Fox31",Other-Subnational,"On 5 December 2020, a crowd waved US and Trump flags and gathered in front of the Capitol building in Denver (Colorado) to hold a 'Stop the Steal' rally, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633502
USA19132,"05 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Upshur,,Gilmer,32.7288,-94.9424,1,"KETK NBC",Subnational,"On 5 December 2020, people staged a 'stop the steal' car caravan in Gilmer (Texas) to express skepticism about the results of the presidential election and support for President Trump.",0,"crowd size=no report; stop the steal",1680633665
USA19048,"05 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,"Los Angeles",,"Beverly Hills",34.0743,-118.3982,1,Twitter,"New media","On 5 December 2020, around 80 people staged a 'Freedom Rally' along Santa Monica Boulevard in Beverly Hills (California) in support of President Trump. Some protesters carried signs saying 'Stop the Steal' and chanted 'four more years.'",0,"crowd size=around 80; stop the steal",1680633666
USA18976,"02 December 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Government of the United States (2017-2021); Pro-Police Group (United States); GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Georgia,Fulton,,Alpharetta,34.0754,-84.2941,1,"USA Today; Alabama Media Group; Count Love; Atlanta Journal Constitution",Other-Subnational,"On 2 December 2020, hundreds of people gathered in Alpharetta (Georgia) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. State Rep. Vernon Jones, a University of Alabama student, and two attorneys - Lin Wood and Sidney Powell - spoke to the crowd. Several people in the crowd waved 'thin blue line' and Trump flags.",0,"crowd size=hundreds; stop the steal",1680633592
USA18948,"30 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys",Protesters,,,,"Protesters only",,840,"North America","United States",Arizona,Maricopa,,Phoenix,33.4492,-112.0741,1,"Newsweek; Arizona Central",Subnational-National,"On 30 November 2020, an unreported number of people staged a 'Stop the Steal' rally outside a public meeting between Rudy Giuliani and Arizona legislators at the Hyatt Regency Hotel in Phoenix (Arizona) in support of President Trump. A member of the Proud Boys at the demonstration allegedly threatened an 'armed revolt.'",0,"crowd size=no report; stop the steal",1680633666
USA18905,"28 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Colorado,Denver,,Denver,39.7392,-104.991,1,"Denver Gazette; Count Love",Other-Subnational,"On 28 November 2020, around 100 demonstrators gathered in front of the State Capitol Building in Denver (Colorado) to hold a 'Stop the Steal' rally, in protest of perceived election fraud and in support of President Trump's re-election. Some demonstrators also held anti-Biden signs.",0,"crowd size=around 100; stop the steal",1680633502
